Queries,cleaned_queries,kmeans_cluster,hdbscan_cluster,x,y
help canceling the last order,help canceling the last order,5,51,9.557711,6.7603784
help cancelling my order,help cancelling my order,5,51,16.162481,3.8181279
help cancelling the company newsletter subscription,help cancelling the company newsletter subscription,5,57,-29.27518,29.90341
help cancelling the last order I have made,help cancelling the last order i have made,5,51,10.79274,6.9353323
help cancelling the subscription to ur corporate newsletter,help cancelling the subscription to ur corporate newsletter,5,57,-28.85674,28.570433
help changing an order I made,help changing an order i made,6,49,19.372551,27.014496
help changing my address,help changing my address,4,63,-32.530685,46.135517
help changing my shipping address,help changing my shipping address,4,74,-39.455082,56.143314
help changing the shipping address,help changing the shipping address,4,74,-40.6281,55.327293
help changing to a diffreent profile,help changing to a diffreent profile,2,-1,-76.608604,-5.94541
help chattinb with an operator,help chattinb with an operator,9,11,-20.068497,-2.6649578
help checking at what time customer assistance available is,help checking at what time customer assistance available is,7,17,37.43427,17.768578
help checking at what time customer service available is,help checking at what time customer service available is,7,17,33.53319,17.92587
help checking at what time I can contact customer service,help checking at what time i can contact customer service,7,17,34.14835,15.431687
help checking at whattime i can contact customer service,help checking at whattime i can contact customer service,7,17,34.024933,15.643824
help checking how long refunds take,help checking how long refunds take,0,8,52.70043,-72.019005
help checking how long refunds usually take,help checking how long refunds usually take,0,8,52.19217,-71.20528
help checking how soon can I expect the delivery,help checking how soon can i expect the delivery,7,47,53.11163,51.972736
help checking if there is any updates on my refund,help checking if there is any updates on my refund,0,10,45.07769,-51.69505
help checking if there is anything new on my refund,help checking if there is anything new on my refund,0,15,44.020035,-57.887486
help checking in what cases can I ask for refunds,help checking in what cases can i ask for refunds,0,4,-1.0412016,-61.75188
help checking my order ETA,help checking my order eta,6,40,65.856735,24.178072
help checking my refund status,help checking my refund status,0,13,30.343567,-59.012657
help checking the cancellation fee,help checking the cancellation fee,5,32,-18.435892,-51.409904
help checking the cancellation fees,help checking the cancellation fees,5,32,-16.369406,-50.936203
help checking the invoice from last month,help checking the invoice from last month,3,1,76.43216,2.6483142
help checking the options for delivery,help checking the options for delivery,7,30,10.528271,74.53196
help checking the withdrawal charges,help checking the withdrawal charges,5,25,-21.630377,-66.5422
help checking under what circumstances can I ask for refunds,help checking under what circumstances can i ask for refunds,0,4,0.5471096,-62.0015
help checking what delivery options are available,help checking what delivery options are available,7,30,13.533223,74.47622
help checking what delivery options I can choose,help checking what delivery options i can choose,7,30,16.095688,78.240974
help checking what delivery options I have,help checking what delivery options i have,7,30,13.916534,76.33118
help checking what delivery options you offer,help checking what delivery options you offer,7,30,15.743257,80.41794
help checking what hours customer service available is,help checking what hours customer service available is,7,17,43.73216,21.538143
help checking what hours I can contact customer service,help checking what hours i can contact customer service,7,17,39.876408,22.474884
help checking what options for delivery I can choose,help checking what options for delivery i can choose,7,30,16.019543,78.80238
help checking what options for delivery you offer,help checking what options for delivery you offer,7,30,16.187473,80.755135
help checking what payment methods you accept,help checking what payment methods you accept,1,16,41.591652,-16.363388
help checking when my delivery is going to arrive,help checking when my delivery is going to arrive,7,43,59.24559,52.42621
help checking when will my item arrive,help checking when will my item arrive,7,39,67.75762,43.260456
help checking your allowed payment methods,help checking your allowed payment methods,1,16,30.597921,-21.702562
help checking your allowed payment options,help checking your allowed payment options,1,16,29.602184,-13.943108
help checking your money back policy,help checking your money back policy,0,2,-19.371595,-80.47688
help checking your payment methods,help checking your payment methods,1,16,37.275246,-19.683334
help checking your refund policy,help checking your refund policy,0,12,12.247486,-56.984985
help checkingf the cancellation penalty,help checkingf the cancellation penalty,5,33,-20.46668,-57.60776
help contacting an agent,help contacting an agent,9,29,-22.353685,9.6417465
help contacting customer service,help contacting customer service,9,41,-18.242878,-19.522072
