Queries,cleaned_query,delivery_intent,account_intent,order_intent,refund_intent,primary_intent,needs_help,emotion_risk_flag,requires_order_id,missing_required_entity,automation_suitability_score,can_be_auto_resolved,is_candidate_for_clustering
how do I cancel my order?,how do i cancel my order,False,False,True,False,order,False,False,True,True,0.6,False,False
how do I cancel the company newsletter subscription?,how do i cancel the company newsletter subscription,False,False,False,False,other,False,False,False,False,0.2,False,True
how do I cancel the last order I made?,how do i cancel the last order i made,False,False,True,False,order,False,False,True,True,0.6,False,False
how do I cancel the subscription to your company newsletter?,how do i cancel the subscription to your company newsletter,False,False,False,False,other,False,False,False,False,0.2,False,True
how do I change my shipping address?,how do i change my shipping address,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how do I change the shipping address?,how do i change the shipping address,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how do i change to a new profile,how do i change to a new profile,False,False,False,False,other,False,False,False,False,0.2,False,True
how do I check at what time customer service available is?,how do i check at what time customer service available is,False,False,False,False,other,False,False,False,False,0.2,False,True
how do I check at what time I can call customer service?,how do i check at what time i can call customer service,False,False,False,False,other,False,False,False,False,0.2,False,True
how do I check at what time I can contact customer service?,how do i check at what time i can contact customer service,False,False,False,False,other,False,False,False,False,0.2,False,True
how do I check how long the delivery takes?,how do i check how long the delivery takes,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how do I check if there is anything new on my refund?,how do i check if there is anything new on my refund,False,False,False,True,refund,False,False,True,True,0.3,False,False
how do I check if there is anything wrong with my refund?,how do i check if there is anything wrong with my refund,False,False,False,True,refund,False,False,True,True,0.3,False,False
how do I check my refund status?,how do i check my refund status,False,False,False,True,refund,False,False,True,True,0.3,False,False
how do I check the cancellation fee?,how do i check the cancellation fee,False,False,False,False,other,False,False,False,False,0.2,False,True
how do I check the delivery options?,how do i check the delivery options,True,False,False,False,delivery,False,False,True,True,0.9,True,False
how do I check the invoice from two purchases ago?,how do i check the invoice from two purchases ago,False,False,True,False,order,False,False,True,True,0.6,False,False
