Queries,Word_Count,Sentiment,cleaned,Cluster_ID
how do I check the invoices from three months ago?,10,Neutral,how do i check the invoices from three months ago,7
how do I check the refund status?,7,Neutral,how do i check the refund status,8
how do I check the status of my order?,9,Neutral,how do i check the status of my order,4
how do I check the status of my refund?,9,Neutral,how do i check the status of my refund,8
how do I check what delivery options I can choose?,10,Neutral,how do i check what delivery options i can choose,3
how do I check what hours customer service available is?,10,Positive,how do i check what hours customer service available is,3
how do I check what hours I can call customer assistance?,11,Neutral,how do i check what hours i can call customer assistance,3
how do I check what hours I can contact customer service?,11,Neutral,how do i check what hours i can contact customer service,3
how do I check what ohurs I can contact customer support?,11,Neutral,how do i check what ohurs i can contact customer support,3
how do I check what options for delivery I can choose?,11,Neutral,how do i check what options for delivery i can choose,3
how do I check what options for delivery you offer?,10,Neutral,how do i check what options for delivery you offer,3
how do I check what payment methods are available?,9,Positive,how do i check what payment methods are available,3
how do I check what payment methods you accept?,9,Neutral,how do i check what payment methods you accept,3
how do I check when my item is going to arrive?,11,Neutral,how do i check when my item is going to arrive,6
how do I check your allowed payment methods?,8,Neutral,how do i check your allowed payment methods,3
how do I check your refund policy?,7,Neutral,how do i check your refund policy,8
how do I contact an agent?,6,Neutral,how do i contact an agent,3
how do I contact customer service?,6,Neutral,how do i contact customer service,3
how do I correct the info on my user account?,10,Neutral,how do i correct the info on my user account,1
how do i create a goddamn new account,8,Positive,how do i create a goddamn new account,1
how do I create an account?,6,Neutral,how do i create an account,1
how do i create another damn plus account,8,Neutral,how do i create another damn plus account,1
how do I delete an account?,6,Neutral,how do i delete an account,1
how do I delete my account?,6,Neutral,how do i delete my account,1
how do I delete the account?,6,Neutral,how do i delete the account,1
how do I edit my account?,6,Neutral,how do i edit my account,1
how do I edit my personal information?,7,Neutral,how do i edit my personal information,3
how do i edit the details on my accont,9,Neutral,how do i edit the details on my accont,3
how do I file a complaint against your business?,9,Negative,how do i file a complaint against your business,3
how do I file a complaint?,6,Negative,how do i file a complaint,3
how do I file a customer complaint against your business?,10,Negative,how do i file a customer complaint against your business,3
how do i filer a customer complaint,7,Negative,how do i filer a customer complaint,3
how do I find the invoice from April?,8,Neutral,how do i find the invoice from april,3
how do I get a refund of money?,8,Neutral,how do i get a refund of money,8
how do I get my invoices?,6,Neutral,how do i get my invoices,7
how do I get my money back?,7,Neutral,how do i get my money back,8
how do I get refunds of money?,7,Neutral,how do i get refunds of money,8
how do I get refunds?,5,Neutral,how do i get refunds,3
how do I get the invoice from June?,8,Neutral,how do i get the invoice from june,3
how do I get the invoice from my last purchase?,10,Neutral,how do i get the invoice from my last purchase,3
how do I get the invoice from seven purchases ago?,10,Neutral,how do i get the invoice from seven purchases ago,7
how do I get the invoice?,6,Neutral,how do i get the invoice,3
how do I get the invoices from my last purchase?,10,Neutral,how do i get the invoices from my last purchase,7
